orderName,familyName,IUCN SciName,NLSK SciName,EltonTraits SciName,JAVIAN SciName,English Common Name,Korean Common Name,Diet-Inv (%),Diet-Vert (%),Diet-Herptile (%),Diet-Fish (%),Diet-GerUnk (%),Diet-Scav (%),Diet-Fruit (%),Diet-Nect (%),Diet-Seed (%),Diet-PlantO (%),For-watbelowsurf (%),For-wataroundsurf (%),For-ground (%),For-understory (%),For-midhigh (%),For-canopy (%),For-aerial (%),For-PelagicSpecialist (%),For-Nocturnal (%),Mp-BodyMass-Value (g),H-Urban (binary),H-Agricultural (binary),H-Coast (binary),H-LakeRiver (binary),H-Wetland (binary),H-GrassShrub (binary),H-Forest (binary),H-MountainAlpin (binary),N-Ground (binary),N-GrassShrub (binary),N-Tree (binary),N-TreeHole (binary),N-CliffCave (binary),N-Waterlevel (binary),N-Artificial (binary),N-Pararsitize (binary),N-Reuse (binary),Ref,,,,,,,,
ANSERIFORMES,ANATIDAE,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Ruddy Shelduck,황오리,10,0,0,0,10,0,0,0,20,60,0,100,0,0,0,0,0,0,0,1235.03,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
ANSERIFORMES,ANATIDAE,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Common Shelduck,혹부리오리,70,0,0,20,0,0,0,0,0,10,0,90,10,0,0,0,0,0,0,1146.83,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"1,2",,,,,,,,
BUCEROTIFORMES,UPUPIDAE,Upupa epops,Upupa epops,Upupa epops,Upupa epops,Common Hoopoe,후투티,80,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,66.93,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"1,2",,,,,,,,
CAPRIMULGIFORMES,APODIDAE,Aerodramus brevirostris,Aerodramus brevirostris,Collocalia brevirostris,#N/A,Himalayan Swiftlet,작은칼새,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0,13.42,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,"1,57",,,,,,,,
CAPRIMULGIFORMES,APODIDAE,Apus nipalensis,Apus nipalensis,Apus nipalensis,Apus nipalensis,House Swift,쇠칼새,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90,0,0,29.82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"1,2",,,,,,,,
CAPRIMULGIFORMES,APODIDAE,Apus pacificus,Apus pacificus,Apus pacificus,Apus pacificus,Pacific Swift,칼새,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,39.43,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CAPRIMULGIFORMES,APODIDAE,Hirundapus caudacutus,Hirundapus caudacutus,Hirundapus caudacutus,Hirundapus caudacutus,White-throated Needletail,바늘꼬리칼새,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,95.5,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,"1,2",,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus jotaka,Caprimulgus indicus,Caprimulgus indicus,Caprimulgus indicus,Grey Nightjar,쏙독새,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,1,91.59,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Aethia pusilla,Aethia pusilla,Aethia pusilla,#N/A,Least Auklet,작은바다오리,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,83.99,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,46",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Brachyramphus perdix,Brachyramphus perdix,Brachyramphus perdix,#N/A,Long-billed Murrelet,알락쇠오리,70,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,220,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"1,43",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Cepphus carbo,Cepphus carbo,Cepphus carbo,#N/A,Spectacled Guillemot,흰눈썹바다오리,30,0,0,70,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,490,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,42",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Cerorhinca monocerata,Cerorhinca monocerata,Cerorhinca monocerata,#N/A,Rhinoceros Auklet,흰수염바다오리,20,0,0,80,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,482.24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,47",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Synthliboramphus antiquus,Synthliboramphus antiquus,Synthliboramphus antiquus,#N/A,Ancient Murrelet,바다쇠오리,70,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,217.72,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"1,44",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Synthliboramphus wumizusume,Synthliboramphus wumizusume,Synthliboramphus wumizusume,#N/A,Japanese Murrelet,뿔쇠오리,70,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,45",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Uria aalge,Uria aalge,Uria aalge,#N/A,Common Murre,바다오리,10,0,0,90,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,991.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,41",,,,,,,,
CHARADRIIFORMES,ALCIDAE,Uria lomvia,Uria lomvia,Uria lomvia,#N/A,Thick-billed Murre,큰부리바다오리,20,0,0,70,0,0,0,0,0,10,100,0,0,0,0,0,0,1,0,963.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,40",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius alexandrinus,Charadrius alexandrinus,Charadrius alexandrinus,Charadrius alexandrinus,Kentish Plover,흰물떼새,100,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,42.3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius dubius,Charadrius dubius,Charadrius dubius,Charadrius dubius,Little Ringed Plover,꼬마물떼새,100,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,38.7,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Common Ringed Plover,흰죽지꼬마물떼새,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,64.04,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius leschenaultii,Charadrius leschenaultii,Charadrius leschenaultii,Charadrius leschenaultii,Greater Sandplover,큰왕눈물떼새,90,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74.8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius mongolus,Charadrius mongolus,Charadrius mongolus,Charadrius mongolus,Lesser Sandplover,왕눈물떼새,100,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,64,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius placidus,Charadrius placidus,Charadrius placidus,Charadrius placidus,Long-billed Plover,흰목물떼새,100,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,62.7,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Charadrius veredus,Charadrius veredus,Charadrius veredus,Charadrius veredus,Oriental Plover,큰물떼새,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,95,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Eudromias morinellus,Charadrius morinellus,Eudromias morinellus,Charadrius morinellus,Eurasian Dotterel,흰눈썹물떼새,70,0,0,0,0,0,10,0,10,10,0,0,80,20,0,0,0,0,0,108.16,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,Pacific Golden Plover,검은가슴물떼새,70,0,0,0,0,0,10,0,10,10,0,0,80,20,0,0,0,0,0,134.9,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Grey Plover,개꿩,70,0,0,0,0,0,0,0,10,20,0,0,100,0,0,0,0,0,0,250,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Vanellus cinereus,Vanellus cinereus,Vanellus cinereus,Vanellus cinereus,Grey-headed Lapwing,민댕기물떼새,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,270,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,CHARADRIIDAE,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Northern Lapwing,댕기물떼새,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,218.37,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,GLAREOLIDAE,Glareola maldivarum,Glareola maldivarum,Glareola maldivarum,Glareola maldivarum,Oriental Pratincole,제비물떼새,100,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,0,75.2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,HAEMATOPODIDAE,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Eurasian Oystercatcher,검은머리물떼새,90,0,0,10,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,526,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,JACANIDAE,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Pheasant-tailed Jacana,물꿩,60,0,0,0,0,0,0,0,40,0,0,60,40,0,0,0,0,0,0,160.03,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias hybrida,Chlidonias hybrida,Chlidonias hybrida,Chlidonias hybrida,Whiskered Tern,구레나룻제비갈매기,40,0,30,30,0,0,0,0,0,0,20,50,0,30,0,0,0,0,0,83.67,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias leucopterus,Chlidonias leucopterus,Chlidonias leucopterus,Chlidonias leucopterus,White-winged Tern,흰죽지갈매기,80,0,10,10,0,0,0,0,0,0,0,30,30,30,10,0,0,0,0,54.2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias niger,Chlidonias niger,Chlidonias niger,Chlidonias niger,Black Tern,검은제비갈매기,40,0,30,30,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,65.3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Gelochelidon nilotica,Gelochelidon nilotica,Sterna nilotica,Gelochelidon nilotica,Common Gull-billed Tern,큰부리제비갈매기,50,10,20,20,0,0,0,0,0,0,0,30,30,30,10,0,0,1,0,218.25,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Gygis alba,Gygis alba,Gygis alba,Gygis alba,Atlantic White Tern,흰제비갈매기,20,0,0,80,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,111,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,"1, 2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Hydrocoloeus minutus,Larus minutus,Larus minutus,Larus minutus,Little Gull,꼬마갈매기,80,0,0,20,0,0,0,0,0,0,10,60,30,0,0,0,0,0,0,118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Hydroprogne caspia,Sterna caspia,Sterna caspia,Sterna caspia,Caspian Tern,붉은부리큰제비갈매기,0,10,0,80,0,10,0,0,0,0,80,20,0,0,0,0,0,1,0,655,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus argentatus,Larus argentatus,Larus argentatus,Larus argentatus,European Herring Gull,재갈매기,30,10,0,40,0,20,0,0,0,0,20,40,40,0,0,0,0,1,0,1090.99,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus cachinnans,Larus cachinnans,Larus cachinnans,Larus cachinnans,Caspian Gull,한국재갈매기,30,20,0,40,0,10,0,0,0,0,40,30,30,0,0,0,0,0,0,1111.89,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus canus,Larus canus,Larus canus,Larus canus,Mew Gull,갈매기,40,0,0,40,0,10,0,0,0,10,20,40,40,0,0,0,0,1,0,412.53,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus crassirostris,Larus crassirostris,Larus crassirostris,Larus crassirostris,Black-tailed Gull,괭이갈매기,30,0,0,40,0,30,0,0,0,0,0,100,0,0,0,0,0,1,0,561,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus fuscus,Larus heuglini,Larus fuscus,#N/A,Lesser Black-backed Gull,줄무늬노랑발갈매기,30,20,0,30,0,10,10,0,0,0,40,30,30,0,0,0,0,0,0,762.36,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"1,35",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus genei,Larus genei,Larus genei,Larus genei,Slender-billed Gull,긴목갈매기,40,0,0,40,0,0,0,0,0,20,20,50,20,10,0,0,0,0,0,281,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus glaucescens,Larus glaucescens,Larus glaucescens,Larus glaucescens,Glaucous-winged Gull,수리갈매기,30,20,0,30,0,20,0,0,0,0,30,40,30,0,0,0,0,1,0,1056.54,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus glaucoides,Larus glaucoides,Larus glaucoides,#N/A,Iceland Gull,작은흰갈매기,20,20,0,50,0,0,0,0,10,0,20,50,30,0,0,0,0,1,0,693.31,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,34",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Glaucous Gull,흰갈매기,20,20,0,30,0,20,10,0,0,0,0,50,50,0,0,0,0,1,0,1529.04,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus ichthyaetus,Larus ichthyaetus,Larus ichthyaetus,Larus ichthyaetus,Pallas's Gull,큰검은머리갈매기,20,30,10,30,0,0,0,0,10,0,10,50,40,0,0,0,0,0,0,1378.84,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus relictus,Larus relictus,Larus relictus,Larus relictus,Relict Gull,고대갈매기,40,20,0,40,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,490.2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus ridibundus,Larus ridibundus,Larus ridibundus,Larus ridibundus,Black-headed Gull,붉은부리갈매기,70,0,0,20,0,0,0,0,10,0,0,50,50,0,0,0,0,0,0,284,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus schistisagus,Larus schistisagus,Larus schistisagus,Larus schistisagus,Slaty-backed Gull,큰재갈매기,30,10,0,30,0,20,10,0,0,0,30,40,30,0,0,0,0,1,0,1323,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus smithsonianus,Larus smithsonianus,#N/A,#N/A,Arctic Herring Gull,옅은재갈매기,30,10,0,40,0,20,0,0,0,0,20,40,40,0,0,0,0,1,0,1090.99,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,105,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus thayeri,Larus thayeri,Larus thayeri,Larus thayeri,Thayer's Gull,작은재갈매기,30,0,0,40,0,30,0,0,0,0,0,80,20,0,0,0,0,1,0,942.48,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion aleuticus,Onychoprion aleuticus,Sterna aleutica,#N/A,Aleutian Tern,알류샨제비갈매기,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,120,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"1, 131, 132",,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion anaethetus,Sterna anaethetus,Sterna anaethetus,Sterna anaethetus,Bridled Tern,에위니아제비갈매기,30,0,0,70,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,119.42,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion fuscatus,Sterna fuscata,Sterna fuscata,Sterna fuscata,Sooty Tern,검은등제비갈매기,20,0,0,70,0,10,0,0,0,0,30,70,0,0,0,0,0,1,0,185.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,Ivory Gull,북극흰갈매기,30,0,0,40,0,30,0,0,0,0,0,30,70,0,0,0,0,1,0,549.99,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,Black-legged Kittiwake,세가락갈매기,30,20,0,30,0,0,0,0,10,10,100,0,0,0,0,0,0,1,0,415.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Saundersilarus saundersi,Larus saundersi,Larus saundersi,Larus saundersi,Saunders's Gull,검은머리갈매기,60,0,0,40,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,198,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna dougallii,Sterna dougallii,Sterna dougallii,Sterna dougallii,Roseate Tern,긴꼬리제비갈매기,10,0,0,90,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna hirundo,Sterna hirundo,Sterna hirundo,Sterna hirundo,Common Tern,제비갈매기,10,0,0,80,0,10,0,0,0,0,80,20,0,0,0,0,0,0,0,129.15,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula albifrons,Sterna albifrons,Sterna albifrons,Sterna albifrons,Little Tern,쇠제비갈매기,40,0,0,60,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,57,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus bergii,Sterna bergii,Sterna bergii,Sterna bergii,Greater Crested Tern,큰제비갈매기,20,0,0,70,0,10,0,0,0,0,50,50,0,0,0,0,0,1,0,328,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus bernsteini,Thalasseus bernsteini,Sterna bernsteini,#N/A,Chinese Crested Tern,뿔제비갈매기,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,284,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1, 141, 142",,,,,,,,
CHARADRIIFORMES,LARIDAE,Xema sabini,Xema sabini,Xema sabini,Xema sabini,Sabine's Gull,목테갈매기,40,10,0,20,0,10,0,0,10,10,0,30,70,0,0,0,0,1,0,198,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Black-winged Stilt,장다리물떼새,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,176.82,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,뒷부리장다리물떼새,80,0,0,10,0,0,0,0,0,10,0,50,50,0,0,0,0,0,0,304,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,ROSTRATULIDAE,Rostratula benghalensis,Rostratula benghalensis,Rostratula benghalensis,Rostratula benghalensis,Greater Painted-snipe,호사도요,60,0,0,0,0,0,0,0,40,0,0,50,50,0,0,0,0,0,0,121,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Actitis hypoleucos,Actitis hypoleucos,Actitis hypoleucos,Actitis hypoleucos,Common Sandpiper,깝작도요,50,0,20,20,0,0,0,0,0,10,0,50,50,0,0,0,0,0,0,48,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Arenaria interpres,Arenaria interpres,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,꼬까도요,80,0,0,0,0,0,0,0,0,20,0,0,100,0,0,0,0,0,0,135.98,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris acuminata,Calidris acuminata,Calidris acuminata,Calidris acuminata,Sharp-tailed Sandpiper,메추라기도요,80,0,0,0,0,0,0,0,20,0,0,20,80,0,0,0,0,0,0,66.08,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris alba,Calidris alba,Calidris alba,Calidris alba,Sanderling,세가락도요,60,0,0,10,0,10,0,0,0,20,0,0,100,0,0,0,0,0,0,51.71,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris alpina,Calidris alpina,Calidris alpina,Calidris alpina,Dunlin,민물도요,80,0,0,0,0,0,0,0,0,20,0,20,80,0,0,0,0,0,0,51.89,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris canutus,Calidris canutus,Calidris canutus,Calidris canutus,Red Knot,붉은가슴도요,80,0,0,10,0,0,0,0,10,0,0,0,100,0,0,0,0,0,0,141.87,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris falcinellus,Limicola falcinellus,Limicola falcinellus,Limicola falcinellus,Broad-billed Sandpiper,송곳부리도요,80,0,0,0,0,0,0,0,20,0,0,20,80,0,0,0,0,0,0,37.1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris ferruginea,Calidris ferruginea,Calidris ferruginea,Calidris ferruginea,Curlew Sandpiper,붉은갯도요,80,0,0,0,0,0,0,0,20,0,0,50,50,0,0,0,0,0,0,58.08,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris melanotos,Calidris melanotos,Calidris melanotos,Calidris melanotos,Pectoral Sandpiper,아메리카메추라기도요,80,0,0,0,0,0,0,0,20,0,0,20,80,0,0,0,0,0,0,79.73,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris minuta,Calidris minuta,Calidris minuta,Calidris minuta,Little Stint,작은도요,70,0,0,0,0,0,0,0,0,30,0,50,50,0,0,0,0,0,0,21.1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris pugnax,Philomachus pugnax,Philomachus pugnax,Philomachus pugnax,Ruff,목도리도요,50,0,10,10,0,0,0,0,10,20,0,20,60,20,0,0,0,0,0,131.68,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris pygmaea,Eurynorhynchus pygmeus,Eurynorhynchus pygmeus,Eurynorhynchus pygmeus,Spoon-billed Sandpiper,넓적부리도요,80,0,0,0,0,0,0,0,20,0,0,50,50,0,0,0,0,0,0,31.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,Red-necked Stint,좀도요,60,0,0,0,0,0,0,0,40,0,0,50,50,0,0,0,0,0,0,26.79,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris subminuta,Calidris subminuta,Calidris subminuta,Calidris subminuta,Long-toed Stint,종달도요,70,0,0,0,0,0,0,0,30,0,0,50,50,0,0,0,0,0,0,30.2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"1,2",,,,,,,,
